Vernier Format 2
0.856 m.cmbl 9/24/2015 12:55:24 .
Latest
Time	Temperature
133	-2.46496587891
133.5	-2.46709261017
134	-2.46496587891
134.5	-2.47134643903
135	-2.47134643903
135.5	-2.47134643903
136	-2.48411085775
136.5	-2.48836664198
137	-2.48836664198
137.5	-2.49475123582
138	-2.49049471758
138.5	-2.49900824363
139	-2.5032657412
139.5	-2.50965290623
140	-2.49475123582
140.5	-2.51178220631
141	-2.51391162897
141.5	-2.5032657412
142	-2.5032657412
142.5	-2.5032657412
143	-2.51391162897
143.5	-2.51178220631
144	-2.52669074023
144.5	-2.51391162897
145	-2.51817084209
145.5	-2.5309514256
146	-2.5309514256
146.5	-2.54373642916
147	-2.53947426989
147.5	-2.54586769316
148	-2.53947426989
148.5	-2.54373642916
149	-2.55013058999
149.5	-2.54586769316
150	-2.53947426989
150.5	-2.54373642916
151	-2.54586769316
151.5	-2.55013058999
152	-2.54373642916
152.5	-2.54373642916
153	-2.54373642916
153.5	-2.54586769316
154	-2.55013058999
154.5	-2.56292223285
155	-2.56292223285
155.5	-2.55865785965
156	-2.57145245687
156.5	-2.56292223285
157	-2.56718709853
157.5	-2.56718709853
158	-2.57358532085
158.5	-2.58211800937
159	-2.58638509349
159.5	-2.58638509349
160	-2.58638509349
160.5	-2.58211800937
161	-2.58211800937
161.5	-2.58638509349
162	-2.57785141855
162.5	-2.57571830807
163	-2.59492074241
163.5	-2.57145245687
164	-2.5799846523
164.5	-2.57785141855
165	-2.58211800937
165.5	-2.58211800937
166	-2.58211800937
166.5	-2.58638509349
167	-2.59065267112
167.5	-2.59065267112
168	-2.59492074241
168.5	-2.59065267112
169	-2.59705496325
169.5	-2.59705496325
170	-2.59918930757
170.5	-2.59065267112
171	-2.59492074241
171.5	-2.60132377541
172	-2.6055930817
172.5	-2.60132377541
173	-2.60986288232
173.5	-2.60986288232
174	-2.59918930757
174.5	-2.6055930817
175	-2.61413317743
175.5	-2.61840396724
176	-2.61626851049
176.5	-2.60986288232
177	-2.60986288232
177.5	-2.60986288232
178	-2.61413317743
178.5	-2.6055930817
179	-2.6055930817
179.5	-2.62053954771
180	-2.61840396724
232	-5.84614386328
232.5	-5.85551186246
233	-5.78297850262
233.5	-5.680297205
234	-5.55470725622
234.5	-4.26324462794
235	0.528496550079
235.5	4.68420947805
236	7.65877295242
236.5	10.2095835604
