Vernier Format 2
1.283 m.cmbl 9/24/2015 12:48:11 .
Latest
Time	Temperature
t	Temp
s	°C

0	23.1643894148
0.5	23.084420761
1	22.9229796178
1.5	22.8022168264
2	22.6391947448
2.5	22.2604406847
3	21.8636954175
3.5	21.5672193472
4	20.9424249754
4.5	20.1879347788
5	19.788948738
5.5	19.4008750021
6	18.9319004017
6.5	18.3663334472
7	17.711846959
7.5	17.0224930218
8	16.5677657389
8.5	15.9520245475
9	15.3891521172
9.5	14.9687561976
10	14.5141966798
10.5	14.0001255523
11	13.4440975839
11.5	12.9753162368
12	12.442306105
12.5	11.7481641128
13	11.3186191115
13.5	11.2000046395
14	10.9525198755
14.5	10.5715429356
15	10.0922979349
15.5	9.61283170958
16	9.17276491698
16.5	8.7761957939
17	8.57610633589
17.5	8.48417612971
18	8.31498938265
18.5	8.27135820839
19	8.37032117091
19.5	8.15709311111
20	7.88566080317
20.5	7.62483187776
21	7.21594275621
21.5	6.72300038058
22	6.43583415707
22.5	6.2864540474
23	6.09302524632
23.5	5.89362458286
24	5.63712937631
24.5	5.31912736896
25	5.0508092685
25.5	4.80074300161
26	4.46293072777
26.5	4.07915134088
27	3.71973943294
27.5	3.44974766755
28	3.23742993632
28.5	3.0872942551
29	2.98134683277
29.5	2.83409784378
30	2.6938591578
30.5	2.61701002138
31	2.52687235481
31.5	2.38943766676
32	2.22887233279
32.5	2.10948659119
33	1.98977488043
33.5	1.88499549157
34	1.73787826392
34.5	1.53260634289
35	1.30315155686
35.5	1.13849320577
36	1.00046075045
36.5	0.875646759047
37	0.681836357385
37.5	0.489086672783
38	0.307312446081
38.5	0.154551330762
39	-0.0107592870843
39.5	-0.190780166548
40	-0.339404859125
40.5	-0.47646881709
41	-0.567433724213
41.5	-0.622113196185
42	-0.678897936713
42.5	-0.786608056158
43	-0.968147949734
43.5	-1.17108371305
44	-1.31521783574
44.5	-1.43298371771
45	-1.56564437842
45.5	-1.68210159846
46	-1.80518455407
46.5	-1.93076519178
47	-2.06307644949
47.5	-2.22965240974
48	-2.34394329169
48.5	-2.39485209619
49	-2.48411085775
49.5	-2.58211800937
50	-2.66541535723
50.5	-2.71462791962
51	-2.76390648019
51.5	-2.81539825902
52	-2.8540646509
52.5	-2.98972015199
53	-3.12155237737
53.5	-3.23648546094
54	-3.3605021959
54.5	-3.436865042
55	-3.48932215042
55.5	-3.57034429678
56	-3.64715624291
56.5	-3.67352987933
57	-3.76378747449
57.5	-3.82114298219
58	-3.86974710808
58.5	-3.92506016763
59	-4.01374152707
59.5	-4.07817524924
60	-4.15164021003
60.5	-4.21409488986
61	-4.2721883639
61.5	-4.40213051062
62	-4.61827884966
62.5	-4.71553422773
63	-4.72006440495
63.5	-4.71100464514
64	-4.77447299799
64.5	-4.91998449329
65	-5.03866870972
65.5	-5.12107671467
66	-5.17153536141
66.5	-5.19449584981
67	-5.21977029808
67.5	-5.27037565034
68	-5.31644607153
68.5	-5.39722032672
69	-5.46429400552
69.5	-5.496722153
70	-5.52918151517
70.5	-5.55470725622
71	-5.5732835949
71.5	-5.5941942428
72	-5.63605459754
72.5	-5.70593803934
73	-5.7666217628
73.5	-5.85551186246
74	-5.92116162897
74.5	-6.02929660605
75	-6.13306057854
75.5	-6.21109746534
76	-6.27745542459
76.5	-6.33444014207
77	-6.41295555864
77.5	-6.45347622405
78	-6.49643506978
78.5	-6.53945029865
79	-6.57533954911
79.5	-6.63284441844
80	-6.67123733314
80.5	-6.73372239432
81	-6.81802675693
81.5	-6.88562811483
82	-6.96548254083
82.5	-7.02368251744
83	-7.09901305635
83.5	-7.16964329074
84	-7.23065611856
84.5	-7.31626930658
85	-7.37756189988
85.5	-7.48572303237
86	-7.54734194175
86.5	-7.60908031193
87	-7.66103334682
87.5	-7.70563228067
88	-7.76022741596
88.5	-7.79750540622
89	-7.85724173302
89.5	-7.91209945867
90	-7.92458043748
90.5	-7.94456028707
91	-7.96205305335
91.5	-8.02210214405
92	-8.03212147857
92.5	-8.05467666425
93	-8.07473931987
93.5	-8.10736850025
94	-8.12495212186
94.5	-8.18531380707
95	-8.21553832942
95.5	-8.24074775308
96	-8.28112516076
96.5	-8.31902644343
97	-8.35191149974
97.5	-8.37976443359
98	-8.41271367488
98.5	-8.43047002884
99	-8.4787170034
99.5	-8.51940421223
100	-8.56269288523
100.5	-8.59583680954
101	-8.62901622926
101.5	-8.68013104625
102	-8.72364518502
102.5	-8.75952645343
103	-8.76978591222
103.5	-8.79801703538
104	-8.82113447528
104.5	-8.85970214267
105	-8.88286596292
105.5	-8.90089433646
106	-8.95504300113
106.5	-8.95504300113
107	-8.99119523758
107.5	-9.0067021054
108	-9.01704437616
108.5	-9.05326983625
109	-9.07398935325
109.5	-9.11028229762
110	-9.15960601507
110.5	-9.15960601507
111	-9.18819829657
111.5	-9.18819829657
112	-8.6929229625
112.5	-7.84229706277
113	-6.95579272048
113.5	-6.2893191175
114	-5.75260806172
114.5	-5.39259945856
115	-5.15088415382
115.5	-4.94049658516
116	-4.77447299799
116.5	-4.63861199832
117	-4.54833369598
117.5	-4.48527844782
118	-4.40661991925
118.5	-4.35278514333
119	-4.32141984986
119.5	-4.26771621009
120	-4.2520681721
120.5	-4.22302607637
121	-4.18062319572
121.5	-4.18062319572
122	-4.16501399817
122.5	-4.15164021003
123	-4.14718341268
123.5	-4.09374590167
124	-4.11822800763
124.5	-4.10264651323
125	-4.11377544724
125.5	-4.11822800763
126	-4.12268113224
126.5	-4.11822800763
127	-4.11600165693
127.5	-4.12268113224
128	-4.11154937855
128.5	-4.10709766406
129	-4.08262330388
129.5	-4.09819592584
130	-4.14718341268
130.5	-4.17616271627
131	-4.19400803879
131.5	-4.22972596089
