0.0000 0.0000
0.2333 0.0116
0.3000 0.0352
0.3666 0.0728
0.4333 0.1222
0.5000 0.1770
0.5666 0.2522
0.6333 0.3381
0.6666 0.3908
0.7000 0.4433
0.7333 0.5046
0.7666 0.5562
0.8000 0.6120
0.8333 0.6700
0.8666 0.7302
0.9000 0.7810
