0	0.00000000e+00	-2.11414723e-28
1	1.00000000e-01	2.78842856e-04
2	2.00000000e-01	5.40782291e-04
3	3.00000000e-01	7.86774553e-04
4	4.00000000e-01	1.01770510e-03
5	5.00000000e-01	1.23439504e-03
6	6.00000000e-01	1.43760686e-03
7	7.00000000e-01	1.62804956e-03
8	8.00000000e-01	1.80638329e-03
9	9.00000000e-01	1.97322346e-03
10	1.00000000e+00	2.12914448e-03
11	1.10000000e+00	2.27468309e-03
12	1.20000000e+00	2.41034145e-03
13	1.30000000e+00	2.53658984e-03
14	1.40000000e+00	2.65386915e-03
15	1.50000000e+00	2.76259318e-03
16	1.60000000e+00	2.86315063e-03
17	1.70000000e+00	2.95590702e-03
18	1.80000000e+00	3.04120639e-03
19	1.90000000e+00	3.11937282e-03
20	2.00000000e+00	3.19071189e-03
21	2.10000000e+00	3.25551199e-03
22	2.20000000e+00	3.31404545e-03
23	2.30000000e+00	3.36656974e-03
24	2.40000000e+00	3.41332836e-03
25	2.50000000e+00	3.45455188e-03
26	2.60000000e+00	3.49045870e-03
27	2.70000000e+00	3.52125591e-03
28	2.80000000e+00	3.54668312e-03
29	2.90000000e+00	3.56484357e-03
30	3.00000000e+00	3.57929757e-03
31	3.10000000e+00	3.59171638e-03
32	3.20000000e+00	3.60279972e-03
33	3.30000000e+00	3.61291996e-03
34	3.40000000e+00	3.62230323e-03
35	3.50000000e+00	3.63109908e-03
36	3.60000000e+00	3.63941252e-03
37	3.70000000e+00	3.64732059e-03
38	3.80000000e+00	3.65488184e-03
39	3.90000000e+00	3.66214199e-03
40	4.00000000e+00	3.66913752e-03
41	4.10000000e+00	3.67589814e-03
42	4.20000000e+00	3.68244839e-03
43	4.30000000e+00	3.68880884e-03
44	4.40000000e+00	3.69499691e-03
45	4.50000000e+00	3.70102753e-03
46	4.60000000e+00	3.70691360e-03
47	4.70000000e+00	3.71266637e-03
48	4.80000000e+00	3.71829570e-03
49	4.90000000e+00	3.72381029e-03
50	5.00000000e+00	3.72921789e-03
51	5.10000000e+00	3.73452541e-03
52	5.20000000e+00	3.73973905e-03
53	5.30000000e+00	3.74486440e-03
54	5.40000000e+00	3.74990654e-03
55	5.50000000e+00	3.75487006e-03
56	5.60000000e+00	3.75975915e-03
57	5.70000000e+00	3.76457767e-03
58	5.80000000e+00	3.76932912e-03
59	5.90000000e+00	3.77401676e-03
60	6.00000000e+00	3.77864358e-03
61	6.10000000e+00	3.78321235e-03
62	6.20000000e+00	3.78772563e-03
63	6.30000000e+00	3.79218580e-03
64	6.40000000e+00	3.79659510e-03
65	6.50000000e+00	3.80095559e-03
66	6.60000000e+00	3.80526921e-03
67	6.70000000e+00	3.80953778e-03
68	6.80000000e+00	3.81376300e-03
69	6.90000000e+00	3.81794647e-03
70	7.00000000e+00	3.82208969e-03
71	7.10000000e+00	3.82619408e-03
72	7.20000000e+00	3.83026098e-03
73	7.30000000e+00	3.83429165e-03
74	7.40000000e+00	3.83828730e-03
75	7.50000000e+00	3.84224904e-03
76	7.60000000e+00	3.84617797e-03
77	7.70000000e+00	3.85007509e-03
78	7.80000000e+00	3.85394138e-03
79	7.90000000e+00	3.85777776e-03
80	8.00000000e+00	3.86158511e-03
81	8.10000000e+00	3.86536425e-03
82	8.20000000e+00	3.86911600e-03
83	8.30000000e+00	3.87284112e-03
84	8.40000000e+00	3.87654032e-03
85	8.50000000e+00	3.88021431e-03
86	8.60000000e+00	3.88386376e-03
87	8.70000000e+00	3.88748930e-03
88	8.80000000e+00	3.89109155e-03
89	8.90000000e+00	3.89467109e-03
90	9.00000000e+00	3.89822848e-03
91	9.10000000e+00	3.90176427e-03
92	9.20000000e+00	3.90527897e-03
93	9.30000000e+00	3.90877310e-03
94	9.40000000e+00	3.91224712e-03
95	9.50000000e+00	3.91570150e-03
96	9.60000000e+00	3.91913669e-03
97	9.70000000e+00	3.92255311e-03
98	9.80000000e+00	3.92595119e-03
99	9.90000000e+00	3.92933132e-03
100	1.00000000e+01	3.93269389e-03
