0.000 0.000
0.067 0.025
0.133 0.052
0.200 0.090
0.267 0.137
0.333 0.186
0.400 0.245
0.467 0.322
0.533 0.403
0.600 0.472
0.667 0.543
0.733 0.628
0.800 0.696
0.867 0.773
