Vernier Format 2
1g nacl.cmbl 10/8/2015 11:59:03 .
Latest
Time	Temperature
t	Temp
s	°C

130	-8.20294123129
130.5	-8.20294123129
131	-8.20294123129
131.5	-8.21553832942
132	-8.20797946204
132.5	-8.20797946204
133	-8.22057858904
133.5	-8.24326981347
134	-8.25336009013
134.5	-8.31144250454
135	-8.30133345181
135.5	-8.2962801528
136	-8.28112516076
136.5	-8.29122767154
137	-8.2962801528
137.5	-8.29122767154
138	-8.28617600765
138.5	-8.31902644343
139	-8.33419985356
139.5	-8.34178932732
140	-8.38483127928
140.5	-8.37976443359
141	-8.36456883852
141.5	-8.34685000279
142	-8.33419985356
142.5	-8.34178932732
143	-8.37469841182
